Language_ID,Family,Latitude,Longitude,abs_latitude,n_total,n_v_final,n_v_initial,n_concepts,mean_final_cluster,dataset,is_unknown_or_isolate,passes_concept_threshold,has_family,has_abs_latitude,in_primary_sample,Macroarea,_macroarea_merge,macroarea_id_matched,has_macroarea,in_macroarea_sample,macroarea_exclusion_reason
MANINKAKAN_EASTERN,Mande,10.5,-9.5,10.5,45,38,4,36,0.15555555555555556,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANINKAKAN_KITA,Mande,13.0,-9.5,13.0,29,23,0,29,0.20689655172413793,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANINKA_KANKAN,Mande,10.75,-9.5,10.75,54,48,2,52,0.1111111111111111,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJACA_CHURO,Atlantic-Congo,12.0,-16.25,12.0,38,22,8,36,0.42105263157894735,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJACA_COSTA_DE_BAIXO,Atlantic-Congo,12.0,-16.25,12.0,43,25,11,39,0.4186046511627907,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU,Atlantic-Congo,12.15,-16.13,12.15,43,19,10,41,0.6046511627906976,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_2,Atlantic-Congo,12.15,-16.13,12.15,72,21,8,58,0.7361111111111112,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_3,Atlantic-Congo,12.15,-16.13,12.15,72,15,6,64,0.8611111111111112,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_4,Atlantic-Congo,12.15,-16.13,12.15,74,13,9,67,0.9594594594594594,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_5,Atlantic-Congo,12.15,-16.13,12.15,70,20,6,67,0.8142857142857143,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_BASSAREL,Atlantic-Congo,12.12,-16.18,12.12,54,16,9,43,0.7592592592592593,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_BASSAREL_2,Atlantic-Congo,12.12,-16.18,12.12,113,29,22,87,0.8584070796460177,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_CHURO,Atlantic-Congo,12.34,-16.0,12.34,71,17,8,66,0.9014084507042254,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_CHURO_2,Atlantic-Congo,12.34,-16.0,12.34,70,20,9,67,0.8428571428571429,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_PECIXE,Atlantic-Congo,11.83,-16.08,11.83,41,11,8,29,0.926829268292683,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_PECIXE_2,Atlantic-Congo,11.83,-16.08,11.83,37,5,6,32,1.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANJAKU_TAME,Atlantic-Congo,12.25,-15.86,12.25,64,26,14,52,0.625,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANKANYA,Atlantic-Congo,12.26,-15.74,12.26,26,5,1,24,0.9230769230769231,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANKANYA_2,Atlantic-Congo,12.1,-15.7,12.1,62,30,11,52,0.5806451612903226,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANKANYA_3,Atlantic-Congo,12.1,-15.7,12.1,67,12,12,64,0.8955223880597015,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANKANYA_4,Atlantic-Congo,12.1,-15.7,12.1,71,8,4,67,0.971830985915493,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANKANYA_5,Atlantic-Congo,12.1,-15.7,12.1,75,12,5,67,0.8666666666666667,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANKANYA_6,Atlantic-Congo,12.1,-15.7,12.1,72,13,3,68,0.8611111111111112,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANKON,Atlantic-Congo,6.2,10.0,6.2,38,37,0,37,0.02631578947368421,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANN,Mande,7.0,-9.0,7.0,40,40,1,40,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANNAN,Dravidian,9.85,76.97,9.85,42,32,8,28,0.23809523809523808,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MANOBO_AGUSAN,Austronesian,8.62,125.74,8.62,74,28,13,40,0.6216216216216216,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOBO_ATA,Austronesian,7.67,125.5,7.67,36,11,7,36,0.6944444444444444,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOBO_DIBABAWON,Austronesian,7.83,126.0,7.83,39,14,8,36,0.6410256410256411,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOBO_ILIANEN,Austronesian,7.33,124.83,7.33,36,14,6,36,0.6111111111111112,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOBO_KALAMANSIG_COTABATO,Austronesian,6.08,124.83,6.08,36,10,8,36,0.7222222222222222,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOBO_SARANGANI,Austronesian,5.83,125.42,5.83,36,8,6,36,0.7777777777777778,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOBO_TIGWA,Austronesian,7.67,125.08,7.67,36,13,5,36,0.6388888888888888,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOBO_WESTERN_BUKIDNON,Austronesian,7.67,124.83,7.67,36,10,6,36,0.7222222222222222,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANOMBAI,Austronesian,-5.92,134.33,5.92,20,15,3,20,0.25,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANO_MANN,Mande,7.1,-8.9,7.1,58,57,2,52,0.017241379310344827,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANO_MANN_2,Mande,7.1,-8.9,7.1,93,93,0,61,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANSAKA,Austronesian,7.0,126.17,7.0,36,13,13,36,0.6388888888888888,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANSAKA_2,Austronesian,7.0,126.17,7.0,32,11,9,31,0.65625,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANSEHRA_HINDKO,Indo-European,34.33,73.2,34.33,34,21,5,34,0.5,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MANSI,Uralic,62.0,62.0,62.0,53,8,11,39,1.0566037735849056,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MANSIM,ISOLATE_OR_UNKNOWN__MANSIM,-0.92,134.01,0.92,79,17,15,76,0.7974683544303798,ASJP,True,True,True,True,True,,left_only,False,False,False,no_macroarea_match_by_Language_ID
MANSOANKA,Atlantic-Congo,12.25,-15.17,12.25,36,15,0,36,0.6111111111111112,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANTASTA_AHTENA,Athabaskan-Eyak-Tlingit,62.92,-143.0,62.92,40,9,4,40,0.8,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MANTAURAN,Austronesian,22.83,120.8,22.83,32,32,14,31,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANTAURAN_RUKAI,Austronesian,22.83,120.83,22.83,34,31,11,33,0.08823529411764706,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MANTJILTJARA,Pama-Nyungan,-22.67,125.08,22.67,42,41,0,31,0.023809523809523808,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MANTJILTJARA_2,Pama-Nyungan,-22.67,125.08,22.67,104,103,0,92,0.009615384615384616,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MANTSI,Sino-Tibetan,23.18,105.41,23.18,29,28,0,28,0.034482758620689655,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MANX,Indo-European,54.17,-4.5,54.17,47,15,9,40,0.7021276595744681,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MANYAWA,Atlantic-Congo,-16.49,36.84,16.49,90,90,15,90,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANZA,Atlantic-Congo,6.25,18.5,6.25,28,28,0,28,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANZA_2,Atlantic-Congo,6.5,18.5,6.5,66,65,0,62,0.015151515151515152,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANZA_3,Atlantic-Congo,6.5,18.5,6.5,73,55,0,71,0.2465753424657534,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MANZA_4,Atlantic-Congo,6.5,18.5,6.5,115,91,4,93,0.20869565217391303,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAONAN,Tai-Kadai,24.96,108.0,24.96,37,23,0,37,0.3783783783783784,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MAORE,Atlantic-Congo,-12.0,44.0,12.0,39,39,8,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAORI,Austronesian,-40.0,176.0,40.0,105,105,13,89,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAPE,Nuclear Trans New Guinea,-6.32,147.39,6.32,41,31,3,39,0.24390243902439024,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAPE_2,Nuclear Trans New Guinea,-6.32,147.39,6.32,84,57,9,84,0.32142857142857145,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAPIA,Austronesian,0.9,134.3,0.9,34,7,7,33,0.8235294117647058,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAPIDIAN,Arawakan,1.91,-59.62,1.91,20,17,9,15,0.15,ASJP,False,False,True,True,False,South America,both,True,True,False,fewer_than_20_concepts
MAPIDIAN_2,Arawakan,1.91,-59.62,1.91,35,35,9,31,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAPOS,Austronesian,-6.92,146.83,6.92,38,19,4,38,0.5263157894736842,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAPOYO,Cariban,6.0,-67.0,6.0,34,34,4,34,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAPRIK,Ndu,-3.83,143.0,3.83,39,17,2,37,1.2820512820512822,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAPUDUNGUN,Araucanian,-38.0,-72.0,38.0,132,50,21,94,0.7121212121212122,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAPUDUNGUN_2,Araucanian,-38.0,-72.0,38.0,39,20,9,37,0.48717948717948717,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAPUDUNGUN_3,Araucanian,-38.0,-72.0,38.0,40,21,9,39,0.475,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAPUN,Austronesian,7.0,118.5,7.0,45,20,10,34,0.5555555555555556,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAQUIRITARI,Cariban,5.5,-65.0,5.5,39,38,15,34,0.02564102564102564,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAQU_TIBETAN,Sino-Tibetan,34.0,102.07,34.0,38,27,0,38,0.2894736842105263,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARA,Mangarrayi-Maran,-15.0,135.17,15.0,66,34,0,33,0.5151515151515151,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARAGUA,Quechuan,-19.05,-65.43,19.05,43,35,8,37,0.18604651162790697,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MARAGUS,Austronesian,-16.06,167.27,16.06,36,18,3,36,0.5277777777777778,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARALANGO,Austronesian,-7.08,146.33,7.08,38,10,4,38,0.8157894736842105,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARAM,Sino-Tibetan,26.1,94.75,26.1,95,61,10,93,0.3684210526315789,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARAMANADJI,Western Daly,-14.25,130.67,14.25,29,17,3,29,0.4827586206896552,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARANAO,Austronesian,7.83,124.3,7.83,34,15,10,34,0.5588235294117647,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARANUNGGU,Western Daly,-13.67,130.0,13.67,29,15,0,29,0.5517241379310345,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARARBA,Pama-Nyungan,-12.25,135.5,12.25,39,29,0,35,0.2564102564102564,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARARIT,Tamaic,14.08,21.5,14.08,25,14,4,24,0.44,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MARATHI,Indo-European,19.0,76.0,19.0,38,8,4,38,0.8947368421052632,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARATHI_2,Indo-European,19.0,76.0,19.0,37,17,3,34,0.5945945945945946,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARATINO,ISOLATE_OR_UNKNOWN__MARATINO,24.34,-98.58,24.34,14,9,1,13,0.42857142857142855,ASJP,True,False,True,True,False,,left_only,False,False,False,fewer_than_20_concepts
MARAU,Austronesian,-9.25,161.17,9.25,32,32,6,32,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARBA,Afro-Asiatic,9.5,15.92,9.5,26,13,10,26,0.5,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MARDAN_PASHTO,Indo-European,34.2,72.04,34.2,37,25,3,35,0.32432432432432434,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARENGAR,Western Daly,-14.25,130.0,14.25,29,16,0,29,0.4482758620689655,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARENJE,Atlantic-Congo,-16.21,35.74,16.21,90,89,12,90,0.011111111111111112,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MARESHK_KHORASANI,Turkic,36.8,59.57,36.8,38,7,11,33,0.8421052631578947,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARGANY,Pama-Nyungan,-27.0,144.5,27.0,32,26,1,28,0.1875,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARGANY_2,Pama-Nyungan,-27.0,144.5,27.0,39,33,3,30,0.15384615384615385,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARGAN_KOCH,Sino-Tibetan,25.57,91.88,25.57,63,26,6,62,0.5873015873015873,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARGI,Afro-Asiatic,11.0,13.0,11.0,39,27,6,35,0.3076923076923077,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MARGI_2,Afro-Asiatic,11.0,13.0,11.0,39,31,6,39,0.20512820512820512,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MARGU,Marrku-Wurrugu,-11.08,132.58,11.08,40,17,4,36,0.65,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARI,Austronesian,-6.0,145.83,6.0,38,7,4,38,0.868421052631579,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARIADEI,Yawa-Saweru,-1.75,136.25,1.75,28,22,9,28,0.21428571428571427,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARIA_CHIMALAPA,Mixe-Zoque,16.9,-94.68,16.9,90,18,8,90,0.8,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MARIA_MARANOMU_1,Manubaran,-9.9,148.23,9.9,97,97,41,92,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARICOPA,Cochimi-Yuman,33.17,-113.17,33.17,31,12,8,30,0.8709677419354839,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MARIDAN,Western Daly,-14.17,130.17,14.17,29,20,2,29,0.3793103448275862,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARIND,Anim,-7.83,140.17,7.83,96,29,28,94,0.6979166666666666,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARINDINEESCH,Anim,-7.83,140.17,7.83,36,9,10,35,0.8333333333333334,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARINDUQUE_TAGALOG,Austronesian,15.0,121.0,15.0,34,15,0,33,0.5588235294117647,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARIND_BIAN,Anim,-7.17,140.5,7.17,22,10,6,22,0.5909090909090909,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARING,Nuclear Trans New Guinea,-5.44,144.64,5.44,59,37,9,48,0.3898305084745763,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARING_INDIA,Sino-Tibetan,24.8,93.94,24.8,106,38,11,90,0.6415094339622641,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARING_INDIA_2,Sino-Tibetan,24.8,93.94,24.8,102,49,7,96,0.5196078431372549,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARINO,Austronesian,-15.0,168.06,15.0,35,35,6,35,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARITHIEL,Western Daly,-13.83,130.0,13.83,28,20,0,28,0.2857142857142857,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARITYABEN,Western Daly,-13.92,129.83,13.92,28,19,0,28,0.32142857142857145,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARI_PNG,Sepik,-4.5,142.92,4.5,2,1,0,2,0.5,ASJP,False,False,True,True,False,Papunesia,both,True,True,False,fewer_than_20_concepts
MARI_PNG_2,Sepik,-4.5,142.92,4.5,78,20,8,76,0.7435897435897436,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARKA,Mande,13.25,-4.08,13.25,39,38,2,39,0.02564102564102564,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MARMA,Sino-Tibetan,21.45,92.6,21.45,7,3,1,7,0.5714285714285714,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
MARORI,Marori,-8.58,140.67,8.58,41,22,6,36,0.4634146341463415,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAROVO,Austronesian,-8.42,157.8,8.42,35,35,7,34,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARPHATAN_THAKALI,Sino-Tibetan,29.0,83.45,29.0,41,30,0,38,0.2682926829268293,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARQUESAN_NUKUHIVA,Austronesian,-8.92,-140.08,8.92,88,88,30,88,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARQUESAN_SOUTH,Austronesian,-9.75,-138.97,9.75,37,37,11,37,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARRIAMMU,Western Daly,-12.28,130.5,12.28,29,20,0,29,0.3103448275862069,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARSHALLESE,Austronesian,7.12,171.0,7.12,35,12,0,28,0.7142857142857143,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MARTUTHUNIRA,Pama-Nyungan,-20.83,116.5,20.83,37,35,0,37,0.05405405405405406,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARTUTHUNIRA_2,Pama-Nyungan,-20.83,116.5,20.83,110,101,0,89,0.08181818181818182,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARTU_WANGKA,Pama-Nyungan,-21.5,126.0,21.5,48,47,1,32,0.020833333333333332,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MARU,Sino-Tibetan,23.5,98.5,23.5,38,21,1,33,0.4473684210526316,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MARUBO,Pano-Tacanan,-7.5,-72.5,7.5,38,37,8,38,0.02631578947368421,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MARWARI,Indo-European,27.0,75.07,27.0,24,11,2,24,0.5833333333333334,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MASABA,Atlantic-Congo,1.33,34.25,1.33,45,45,9,40,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASABA_2,Atlantic-Congo,1.05,34.3,1.05,89,89,18,74,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASALIT,Maban,13.33,22.0,13.33,66,51,18,39,0.25757575757575757,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASANA,Afro-Asiatic,10.5,15.5,10.5,36,34,1,35,0.05555555555555555,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASANA_POGO,Afro-Asiatic,10.25,15.25,10.25,37,36,1,35,0.02702702702702703,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASAN_WA,Austroasiatic,22.76,99.43,22.76,31,5,1,31,0.8387096774193549,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MASARWA_KAKIA,Tuu,-24.0,21.5,24.0,47,39,2,37,0.1702127659574468,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASARWA_TATI,Khoe-Kwadi,-22.5,26.0,22.5,52,45,1,39,0.1346153846153846,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASBATENYO,Austronesian,12.58,123.58,12.58,38,21,8,34,0.4473684210526316,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MASHAMI,Atlantic-Congo,-3.15,37.1,3.15,81,79,11,73,0.024691358024691357,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHAMI_2,Atlantic-Congo,-3.15,37.1,3.15,80,80,11,73,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHAMI_3,Atlantic-Congo,-3.15,37.1,3.15,78,78,9,74,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHAMI_4,Atlantic-Congo,-3.15,37.1,3.15,85,84,12,81,0.011764705882352941,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHAMI_5,Atlantic-Congo,-3.15,37.1,3.15,85,84,5,81,0.011764705882352941,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHAMI_6,Atlantic-Congo,-3.15,37.1,3.15,86,86,17,81,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHAN_BAISHAN,Tai-Kadai,22.44,108.2,22.44,92,48,0,91,0.4782608695652174,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MASHAN_YONGZHOU,Tai-Kadai,22.44,108.2,22.44,92,49,0,92,0.4673913043478261,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MASHCO_PIRO,Arawakan,-9.8,-70.75,9.8,52,52,0,40,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MASHI_DRC,Atlantic-Congo,-2.5,28.5,2.5,40,40,3,39,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHI_NIGERIA,Atlantic-Congo,6.9,10.25,6.9,30,24,2,30,0.2,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHI_ZAMBIA,Atlantic-Congo,-16.5,22.5,16.5,35,35,7,35,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASHYOO,Atlantic-Congo,-3.0,18.0,3.0,29,26,2,28,0.10344827586206896,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASIRI,Austronesian,-5.7,122.8,5.7,45,45,6,40,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MASIWANG,Austronesian,-3.25,130.5,3.25,33,20,7,33,0.3939393939393939,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MASKELYNES,Austronesian,-16.55,167.85,16.55,37,24,1,37,0.43243243243243246,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MASMEDJE,Afro-Asiatic,13.08,19.25,13.08,36,28,4,36,0.2222222222222222,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MASSEP,Massep,-1.75,138.29,1.75,98,95,16,97,0.030612244897959183,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATACO,Mataguayan,-22.5,-62.58,22.5,69,29,6,37,0.6086956521739131,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MATAL,Afro-Asiatic,10.93,14.05,10.93,40,14,12,40,0.7,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MATAMOROS_MIXE,Mixe-Zoque,17.5,-96.0,17.5,122,26,19,91,1.1557377049180328,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MATANANGNGA,Austronesian,-3.08,119.08,3.08,33,23,6,30,0.30303030303030304,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATBAT,Austronesian,-1.7,130.2,1.7,42,12,0,39,0.7142857142857143,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATENGO,Atlantic-Congo,-11.0,34.9,11.0,89,86,5,74,0.033707865168539325,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MATEPI,Nuclear Trans New Guinea,-5.13,145.63,5.13,34,18,13,33,0.47058823529411764,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATINDOR_MAHALI,Austroasiatic,23.4,85.32,23.4,37,18,6,37,0.5135135135135135,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MATIS,Pano-Tacanan,-4.42,-70.25,4.42,39,30,10,37,0.23076923076923078,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN,Otomanguean,19.03,-100.05,19.03,40,40,0,38,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN_2,Otomanguean,19.03,-100.05,19.03,35,35,2,35,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MATNGALA,Eastern Daly,-13.83,130.42,13.83,29,7,0,29,0.8275862068965517,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MATO,Austronesian,-5.9,146.85,5.9,50,37,4,40,0.26,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATOKO_BOMITABA,Atlantic-Congo,1.67,17.5,1.67,35,31,5,35,0.11428571428571428,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MATORISCH,Uralic,53.0,100.0,53.0,66,47,14,39,0.2878787878787879,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MATO_2,Austronesian,-5.9,146.85,5.9,100,81,13,100,0.19,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATO_NO_UWE,Austronesian,-5.6,122.75,5.6,39,39,9,39,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATSES,Pano-Tacanan,-5.42,-73.25,5.42,35,28,12,30,0.2,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MATTOLE,Athabaskan-Eyak-Tlingit,40.17,-124.17,40.17,34,3,1,34,0.9117647058823529,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MATU,Austronesian,-10.78,165.87,10.78,86,80,9,85,0.06976744186046512,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATUKAR,Austronesian,-4.92,145.8,4.92,40,21,6,33,0.475,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MATUUMBI,Atlantic-Congo,-8.6,38.9,8.6,81,81,18,72,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MATU_MYANMAR,Sino-Tibetan,23.31,92.83,23.31,98,43,24,98,0.5714285714285714,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MAUKAKAN,Mande,8.23,-7.87,8.23,35,30,1,32,0.14285714285714285,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAURITIAN,Indo-European,-20.33,57.5,20.33,43,27,2,39,0.3953488372093023,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
